time (µs),x,y,head direction (˚)
1650048501628318.50, 429.4466, 25.6605, 78.0048
1650048501668274.00, 428.9510, 26.5131, 80.8312
1650048501704509.75, 427.5557, 27.8926, 84.0817
1650048501739060.25, 427.5128, 28.6554, 85.9176
1650048501769802.75, 427.1614, 28.9317, 85.4810
1650048501806188.25, 425.9552, 30.4889, 88.0713
1650048501837837.75, 425.1753, 30.9539, 88.0802
1650048501873088.75, 424.1200, 31.7143, 88.8522
1650048501910113.00, 424.0259, 33.6172, 91.5053
1650048502002285.00, 423.0826, 37.6153, -99.0000
1650048502109666.75, 423.1794, 44.2568, -99.0000
1650048502202684.75, 418.3978, 61.1537, -99.0000
1650048502238533.50, 411.0740, 74.0780, 159.4479
1650048502273373.75, 408.6467, 77.5986, 169.0622
1650048502315001.75, 406.5916, 80.1539, 169.8173
1650048502356786.75, 405.8893, 83.7772, 171.3379
1650048502407518.75, 405.9323, 88.1319, 176.2479
1650048502446303.75, 404.0453, 95.3798, 178.3953
1650048502487419.50, 401.6057, 98.4358, 182.8469
1650048502520707.50, 399.2788, 101.5116, 184.0740
1650048502558568.25, 398.1167, 103.6831, 188.0199
1650048502604411.50, 397.4319, 104.9615, 191.3846
1650048502645022.25, 395.3044, 107.1394, 189.5575
1650048502687933.00, 391.0241, 110.2947, 202.3635
1650048502723214.25, 386.9060, 116.2956, 207.5285
1650048502766684.75, 380.3734, 118.5164, 215.4702
1650048502803534.25, 372.8976, 117.7214, 224.4522
1650048502847203.25, 370.4066, 117.5823, 222.7452
1650048502936885.75, 364.0177, 118.0220, 233.1195
1650048502988280.00, 353.7454, 117.3001, 243.4389
1650048503037131.00, 346.7938, 115.4453, 250.8081
1650048503078092.50, 345.2451, 115.7660, 248.8995
1650048503168142.75, 343.5557, 116.2410, 238.3969
1650048503255069.75, 341.8801, 119.6767, 239.5524
1650048503298320.00, 342.4941, 120.8924, 243.4575
1650048503390272.00, 341.7736, 121.4915, 240.1411
1650048503448228.25, 332.7002, 123.0430, 242.9716
1650048503644016.50, 330.5798, 122.6990, -99.0000
1650048503702534.75, 329.3145, 121.9161, 240.9141
1650048503789153.25, 331.7630, 124.6008, 237.7678
1650048503849444.25, 336.4820, 129.8114, 229.9476
1650048503893405.75, 338.1159, 133.3561, 226.4554
1650048503928481.00, 340.9339, 137.3336, 225.5649
1650048503970535.75, 341.3290, 141.5903, 217.2456
1650048504009480.50, 344.3522, 144.4884, 211.6266
1650048504049443.50, 345.4493, 148.6155, 208.0345
1650048504090502.00, 346.3626, 150.2315, 202.0929
1650048504129679.25, 348.0691, 151.8526, 195.1513
1650048504172221.25, 351.2019, 154.8045, 191.5081
1650048504204328.25, 352.5576, 156.8662, 189.5873
1650048504241500.75, 353.3513, 158.9566, 188.4155
1650048504277340.75, 354.3530, 163.1010, 191.9872
1650048504310887.00, 353.6474, 167.2652, 193.5024
1650048504347839.75, 353.3821, 168.8047, 192.1180
1650048504392836.00, 353.1904, 169.7202, 195.0845
1650048504466485.50, 353.2042, 172.3064, 197.4416
1650048504508443.50, 354.9716, 174.3552, 188.9276
1650048504552813.50, 358.9954, 174.0668, 184.8807
1650048504751591.75, 362.1052, 176.8118, -99.0000
1650048504788144.75, 391.7019, 181.9630, 146.7594
1650048504832144.25, 397.0234, 184.3786, 149.4835
1650048504921138.50, 400.8527, 186.5160, -99.0000
1650048504964779.75, 409.4107, 188.4728, 137.2248
1650048505005820.00, 410.9811, 188.1777, 136.1665
1650048505197458.50, 418.7760, 188.8021, -99.0000
1650048505246866.25, 437.8076, 184.2335, 126.3686
1650048505335777.00, 444.8152, 185.7347, -99.0000
1650048505413679.25, 451.7972, 189.6634, -99.0000
1650048505477250.25, 457.6765, 195.9959, -99.0000
1650048505542389.50, 460.6938, 199.8229, -99.0000
1650048505580433.50, 466.1235, 207.8940, 146.8099
1650048505621202.50, 468.4199, 210.6977, 145.1405
1650048505701728.75, 473.3723, 215.2107, -99.0000
1650048505780512.75, 483.0146, 221.0478, -99.0000
1650048505819176.50, 489.1742, 226.0866, 144.3732
1650048505899187.00, 494.7958, 230.5357, -99.0000
1650048505945831.00, 500.1474, 235.6660, 151.5748
1650048506022784.00, 508.6046, 243.6114, 146.6825
1650048506107981.50, 520.6893, 251.1472, -99.0000
1650048506149315.00, 527.1964, 256.8222, 140.3768
1650048506227168.00, 533.3590, 259.6442, -99.0000
1650048506265166.50, 536.0996, 263.5862, 141.4493
1650048506339538.75, 538.8892, 266.3588, -99.0000
1650048506445388.75, 540.7732, 269.8653, -99.0000
1650048506486215.75, 540.7669, 279.4012, 161.5539
1650048506530208.50, 540.6413, 284.9888, 162.1884
1650048506601503.25, 542.0889, 293.4256, 169.4563
1650048506655218.25, 543.1597, 304.1244, 160.5037
1650048506695625.50, 540.7343, 310.5369, 177.6379
1650048506733808.75, 540.7374, 314.3206, 179.4866
1650048506798308.25, 539.1755, 323.0733, -99.0000
1650048506883403.50, 538.6674, 333.2121, -99.0000
1650048506965109.50, 534.4088, 339.9142, -99.0000
1650048507050160.75, 522.2720, 346.6358, -99.0000
1650048507093419.50, 515.5289, 343.2428, 233.1420
1650048507134550.50, 512.1857, 341.8542, 234.6186
1650048507185063.75, 511.4926, 341.6408, 233.8356
1650048507231261.00, 510.5753, 341.7696, 233.4483
1650048507264198.50, 510.4828, 342.0074, 233.0619
1650048507295643.75, 510.8803, 342.0198, 233.9952
1650048507333137.25, 511.2230, 342.8162, 236.4011
1650048507364416.75, 510.5563, 342.5369, 235.5606
1650048507396577.50, 510.8454, 343.8863, 234.0309
1650048507435625.25, 511.9614, 344.1178, 230.4818
1650048507471267.50, 514.5622, 345.4124, 223.1588
1650048507509344.25, 516.0957, 345.6165, 219.1156
1650048507557319.75, 520.0112, 346.7042, 208.7665
1650048507599588.75, 525.8723, 347.9454, 199.5315
1650048507640557.00, 532.8908, 351.1730, 188.2221
1650048507684575.75, 537.9550, 354.2223, 182.1632
1650048507780390.75, 541.9339, 356.4263, -99.0000
1650048507818704.00, 541.2378, 361.7788, 178.4018
1650048507882753.50, 541.0162, 366.2500, 180.7161
1650048507923423.50, 540.0247, 373.7746, 184.6314
1650048507965315.75, 539.7276, 379.3277, 190.0391
1650048508003626.25, 539.6504, 384.6148, 191.9242
1650048508106463.00, 539.6462, 387.9846, -99.0000
1650048508221279.75, 537.6422, 402.0217, -99.0000
1650048508328883.50, 538.3064, 414.1893, -99.0000
1650048508433181.75, 537.3001, 428.5043, -99.0000
1650048508471285.50, 535.9952, 440.0270, 202.2257
1650048508511515.00, 536.8465, 443.2021, 199.5670
1650048508550447.25, 537.5822, 449.2563, 195.5565
1650048508589079.75, 539.0990, 454.0395, 191.0403
1650048508629919.25, 540.2653, 458.2945, 191.5755
1650048508663863.50, 540.7475, 462.8860, 193.8910
1650048508773710.50, 541.4507, 464.0411, -99.0000
1650048508813157.75, 545.6136, 457.6518, 198.0225
1650048508886691.25, 546.3088, 452.3276, 198.3305
1650048508925300.25, 548.0277, 446.1709, 205.4437
1650048508988910.25, 546.9748, 444.5749, 210.0240
1650048509025423.00, 545.0665, 440.2100, 206.6377
1650048509062722.50, 544.5591, 437.8085, 204.2027
1650048509102428.25, 544.7694, 434.4524, 199.6434
1650048509175804.75, 544.8231, 433.2983, 195.1202
1650048509223176.50, 545.0507, 433.4586, 194.4315
1650048509259356.50, 545.1778, 433.2948, 193.6568
1650048509289644.00, 544.6788, 433.2920, 191.5662
1650048509323536.25, 544.8028, 433.7455, 191.5388
1650048509354343.25, 544.5878, 433.9575, 192.0252
1650048509384676.50, 544.3458, 433.7966, 190.9506
1650048509417573.50, 543.8341, 433.0477, 188.4769
1650048509449111.50, 544.9187, 432.3163, 187.1216
1650048509482678.50, 543.8549, 432.6677, 187.0452
1650048509514491.75, 544.0652, 432.5778, 187.7596
1650048509548435.00, 544.3501, 432.4603, 188.3518
1650048509579911.75, 544.3135, 432.3181, 188.5467
1650048509613525.25, 544.1307, 432.4145, 188.5081
1650048509645875.00, 544.1935, 432.4886, 189.7974
1650048509677911.00, 544.2141, 432.4953, 189.9728
1650048509709919.75, 544.1161, 432.3604, 191.4176
1650048509743096.50, 544.0742, 432.3064, 191.7215
1650048509775636.50, 544.0533, 432.2863, 192.4866
1650048509809069.25, 544.0250, 432.2322, 192.9316
1650048509841365.50, 544.0179, 432.2119, 193.3781
1650048509872590.75, 544.0231, 432.1169, 193.4023
1650048509908601.75, 544.0242, 432.1847, 193.3580
1650048509940195.25, 543.9956, 432.1104, 193.4857
1650048509975784.25, 543.9692, 432.1648, 193.4241
1650048510006722.00, 544.0492, 432.0489, 193.5466
1650048510039726.00, 543.9814, 432.0766, 193.7042
1650048510070948.00, 543.9175, 431.9414, 193.8445
1650048510102136.00, 543.8697, 431.9418, 193.9292
1650048510134289.00, 543.8675, 431.8129, 194.2227
1650048510166258.00, 543.6935, 431.6312, 195.2853
1650048510198811.75, 544.4925, 431.3775, 197.9131
1650048510230660.50, 544.4196, 431.1144, 198.8547
1650048510263152.75, 544.2520, 430.6409, 199.8611
1650048510294285.25, 544.1485, 430.3628, 200.0842
1650048510328030.75, 543.9005, 430.0709, 199.0664
1650048510358020.50, 543.7182, 430.0648, 197.6843
1650048510392129.75, 542.2814, 429.7773, 194.5459
1650048510423127.25, 544.2183, 429.9651, 193.3115
1650048510457537.00, 544.1876, 430.1620, 192.7927
1650048510488017.25, 544.1751, 430.6302, 193.2416
1650048510518509.25, 543.1649, 430.8017, 193.9420
1650048510551062.75, 543.6021, 431.3039, 195.5923
1650048510582631.25, 543.6659, 431.3958, 195.9685
1650048510615744.75, 543.6305, 431.5071, 196.7530
1650048510647065.50, 543.6374, 431.5441, 196.9854
1650048510680294.00, 543.8789, 431.8628, 197.6217
1650048510711168.75, 544.9986, 432.4144, 198.2369
1650048510744159.75, 545.1075, 432.7866, 199.2362
1650048510775679.50, 545.5276, 433.7669, 201.2644
1650048510808792.50, 545.6456, 434.2680, 202.2161
1650048510841095.75, 545.4172, 433.7067, 204.4292
1650048510874159.75, 545.3229, 433.3886, 204.9507
1650048510906966.00, 545.1756, 432.7725, 205.1205
1650048510938504.00, 545.1384, 432.5964, 205.0983
1650048510971329.50, 545.0815, 432.4680, 204.8968
1650048511002450.75, 545.0608, 432.4546, 204.6866
1650048511035163.00, 545.0488, 432.1562, 203.9265
1650048511068040.25, 544.9339, 431.4381, 201.0181
1650048511100419.50, 544.9439, 431.2277, 199.4442
1650048511132467.50, 545.1474, 431.1379, 197.9071
1650048511164631.75, 545.1433, 431.2939, 197.8819
1650048511196961.50, 545.1336, 431.5247, 198.4095
1650048511229396.50, 545.2384, 431.6595, 198.7440
1650048511262468.75, 544.2856, 431.3107, 199.1227
1650048511294030.25, 544.2674, 431.3355, 199.2753
1650048511327815.25, 544.2918, 431.3106, 199.2559
1650048511359626.00, 545.3607, 431.6178, 199.4419
1650048511393521.50, 545.2926, 431.6319, 199.4014
1650048511425335.75, 545.2660, 431.6728, 199.4137
1650048511458977.50, 545.3064, 431.6386, 199.6367
1650048511490348.00, 545.3341, 431.6587, 199.4131
1650048511524244.50, 545.2862, 431.6591, 199.4768
1650048511555576.00, 544.2805, 431.3724, 199.5647
1650048511587416.50, 544.2790, 431.2861, 199.7948
1650048511618576.00, 545.2999, 431.6590, 199.7153
1650048511649772.50, 544.2686, 431.4033, 199.4528
1650048511683462.25, 544.3003, 431.4401, 199.4271
1650048511717513.25, 545.3483, 431.6925, 199.5168
1650048511749883.75, 545.2736, 431.7203, 199.5694
1650048511781536.25, 544.2635, 431.4712, 199.5382
1650048511814835.75, 544.3064, 431.4339, 199.6513
1650048511846054.50, 545.3146, 431.7199, 199.5413
1650048511879188.00, 544.2630, 431.4404, 199.6465
1650048511909510.50, 544.2889, 431.5018, 199.6452
1650048511942710.75, 544.3009, 431.4771, 199.4628
1650048511973421.25, 545.5325, 431.2772, 199.4291
1650048512003555.00, 544.3009, 431.4771, 199.5755
1650048512036299.00, 544.3314, 431.4460, 199.7330
1650048512067900.75, 544.2890, 431.5080, 199.6252
1650048512100833.00, 544.2832, 431.5327, 199.4539
1650048512132511.25, 544.3010, 431.4832, 199.4628
1650048512165239.00, 544.3454, 431.5384, 199.5037
1650048512196276.75, 544.3387, 431.5076, 199.5010
1650048512227565.50, 544.3014, 431.5079, 199.4697
1650048512260706.50, 544.3391, 431.5323, 199.5347
1650048512292911.25, 544.3386, 431.5014, 199.5619
1650048512327243.25, 544.2831, 431.5265, 199.4738
1650048512359388.00, 544.3266, 431.5262, 199.5912
1650048512393065.00, 544.3074, 431.4955, 199.5570
1650048512424874.25, 544.3702, 431.5320, 199.4634
1650048512458451.00, 544.3809, 431.4333, 199.2732
1650048512489637.25, 544.3570, 431.4890, 199.3373
1650048512522962.75, 544.3192, 431.4584, 199.3622
1650048512554929.25, 544.3381, 431.4706, 199.4554
1650048512587427.00, 544.3132, 431.4708, 199.4617
1650048512619514.25, 544.4004, 431.4824, 199.4603
1650048512651592.50, 544.3380, 431.4644, 199.4235
1650048512683841.50, 544.3073, 431.4893, 199.3036
1650048512715051.00, 544.3884, 431.5072, 199.2885
1650048512748898.75, 544.3692, 431.4765, 199.4548
1650048512780847.75, 544.3315, 431.4522, 199.4910
1650048512814679.75, 544.3011, 431.4894, 199.3785
1650048512846425.75, 544.3576, 431.5198, 199.3404
1650048512879988.75, 544.3256, 431.4707, 199.3982
1650048512910373.50, 544.3324, 431.5015, 199.2993
1650048512944008.25, 544.3444, 431.4767, 199.5049
1650048512974649.75, 544.3011, 431.4894, 199.4546
1650048513006249.00, 544.3267, 431.5324, 199.4467
1650048513037917.25, 544.3569, 431.4828, 199.3373
1650048513069619.00, 544.3639, 431.5259, 199.3158
1650048513102822.00, 544.3382, 431.4768, 199.5049
1650048513134445.00, 544.3390, 431.5261, 199.4541
1650048513168623.00, 544.3629, 431.4704, 199.3768
1650048513200453.75, 544.3636, 431.5136, 199.3970
1650048513234723.25, 544.3385, 431.4953, 199.5656
1650048513265545.50, 545.3902, 431.7397, 199.4914
1650048513299823.50, 544.3323, 431.4953, 199.6265
1650048513331302.00, 545.3957, 431.6650, 200.2554
1650048513363448.00, 545.3678, 431.6313, 200.4144
1650048513395543.25, 545.3879, 431.6108, 200.5974
1650048513428649.00, 545.4021, 431.6378, 200.5544
1650048513461403.25, 545.3816, 431.6380, 200.6195
1650048513493707.50, 545.3540, 431.6246, 200.4835
1650048513527727.00, 545.3813, 431.6244, 200.5524
1650048513559474.75, 545.3815, 431.6312, 200.5449
1650048513592974.50, 545.3611, 431.6381, 200.3989
1650048513626032.00, 545.4088, 431.6310, 200.4406
1650048513659519.75, 545.4097, 431.6852, 200.4385
1650048513690971.00, 545.3954, 431.6447, 200.3540
1650048513722806.50, 545.4029, 431.6853, 200.4592
1650048513754330.00, 546.9084, 431.4411, 200.1245
1650048513786869.75, 545.4095, 431.6717, 200.3422
1650048513820087.00, 545.4156, 431.6309, 200.4406
1650048513852209.00, 545.3949, 431.6175, 200.6228
1650048513884885.00, 545.3670, 431.5838, 200.6857
1650048513916640.00, 545.3676, 431.6177, 200.6831
1650048513949833.00, 545.3676, 431.6177, 200.6773
1650048513981254.75, 545.4087, 431.6242, 200.8360
1650048514014990.25, 545.3751, 431.6584, 200.6575
1650048514045367.25, 545.3817, 431.6448, 200.5787
1650048514079724.50, 545.4026, 431.6717, 200.5698
1650048514109915.00, 545.4229, 431.6580, 200.6292
1650048514145456.00, 545.3686, 431.6788, 200.5700
1650048514175695.75, 545.3956, 431.6582, 200.6312
1650048514211131.00, 545.4297, 431.6579, 200.6292
1650048514242548.00, 545.3957, 431.6650, 200.6403
1650048514275247.50, 545.3544, 431.6450, 200.5098
1650048514306337.50, 545.3888, 431.6583, 200.7077
1650048514336743.25, 545.4163, 431.6716, 200.5495
1650048514370349.75, 545.3397, 431.5908, 201.1219
1650048514402024.75, 545.1039, 431.3892, 202.7546
1650048514438634.75, 544.1296, 429.9726, 213.6628
1650048514473144.00, 543.3763, 429.0834, 223.9003
1650048514508659.75, 542.4317, 429.3463, 249.9891
1650048514547100.50, 541.7746, 430.1747, 263.4296
1650048514581499.00, 535.1951, 432.1111, 286.5541
1650048514621454.00, 524.5765, 436.9791, -99.0000
1650048514678175.75, 518.1072, 438.6761, -99.0000
1650048514797441.25, 502.1432, 439.5536, -99.0000
1650048514887222.75, 499.6928, 440.4607, -99.0000
1650048514971469.75, 495.4800, 436.9596, -99.0000
1650048515061256.50, 494.5226, 431.5319, -99.0000
1650048515098300.00, 495.5461, 429.4494, 312.0270
1650048515136776.25, 497.2799, 430.8106, 314.1922
1650048515181200.00, 499.5733, 433.7138, 312.6654
1650048515221432.75, 500.2076, 436.1765, 308.8369
1650048515269679.50, 500.1578, 436.7231, 310.4429
1650048515314088.75, 502.2921, 439.9973, 308.0038
1650048515363086.50, 502.3773, 440.9799, 311.1403
1650048515401197.25, 502.2454, 441.2405, 314.7274
1650048515448323.50, 500.9656, 439.5874, 312.9723
1650048515507091.25, 501.5531, 439.3119, 311.4340
1650048515546470.25, 500.5290, 437.7430, 309.1042
1650048515577638.00, 497.9067, 434.9488, 308.3664
1650048515614240.25, 498.8475, 434.3659, 306.2488
1650048515644985.00, 498.9758, 433.8970, 303.2505
1650048515683186.00, 498.0380, 434.6560, 294.5815
1650048515722060.50, 498.8232, 435.5562, 289.3450
1650048515911580.50, 497.2332, 439.1422, -99.0000
1650048515961928.75, 493.0436, 455.9586, 242.3154
1650048515997393.25, 494.7135, 459.9371, 236.9437
1650048516034246.50, 495.1344, 459.9342, 236.5773
1650048516151599.25, 494.4125, 459.3419, -99.0000
1650048516201787.50, 494.2452, 459.3307, 241.1258
1650048516236155.75, 494.2816, 458.5484, 242.6018
1650048516267326.00, 495.1744, 458.2589, 242.5161
1650048516300135.25, 496.0254, 458.0558, 242.1585
1650048516330641.25, 496.4665, 457.7817, 242.0057
1650048516364348.25, 496.7976, 457.5885, 242.1813
1650048516395218.25, 497.7440, 457.5325, 241.1376
1650048516426542.50, 497.5888, 457.0132, 241.0126
1650048516458391.75, 497.7869, 456.9836, 242.3909
1650048516489605.00, 498.4480, 456.8039, 241.6125
1650048516544684.75, 500.4245, 456.9697, 242.9447
1650048516586463.50, 502.7068, 457.8748, 247.7013
1650048516631942.50, 501.7232, 457.2211, 249.0599
1650048516664016.50, 500.4410, 455.7657, 255.6088
1650048516708676.25, 498.8566, 456.2773, 258.3229
1650048516758278.25, 495.5272, 457.9944, 257.5985
1650048516799461.75, 491.8600, 458.5777, 260.0319
1650048516839571.00, 490.0546, 458.9655, 259.9154
1650048516877984.50, 485.4055, 458.8826, 259.9280
1650048516918020.50, 484.0544, 458.2939, 260.0092
1650048516956833.75, 481.7124, 458.7597, 263.8265
1650048517043325.25, 479.8463, 456.6727, 263.9486
1650048517089083.00, 481.1343, 454.2003, 265.2712
1650048517298682.50, 482.7648, 452.5013, -99.0000
1650048517341393.25, 483.3234, 431.7943, 325.5896
1650048517375851.75, 484.5726, 426.6777, 328.0740
1650048517411215.75, 481.5712, 425.7077, 328.5411
1650048517445810.50, 482.4453, 421.8301, 328.0611
1650048517504546.00, 480.6153, 420.6998, 328.8903
1650048517544325.00, 479.7367, 422.9650, 330.1825
1650048517576059.75, 477.9501, 423.4442, 330.6920
1650048517609908.25, 477.6810, 425.2214, 330.7110
1650048517660820.75, 478.2690, 426.7603, 331.3396
1650048517692056.25, 476.8495, 427.6330, 335.1961
1650048517727510.50, 476.1407, 427.0786, 337.9890
1650048517767534.00, 473.9075, 427.8114, 347.4297
1650048517811895.75, 473.6766, 425.8619, 359.4565
1650048517860325.00, 473.8630, 422.5927, 7.6171
1650048517901306.00, 475.6248, 419.7317, 15.3063
1650048518036439.00, 478.7155, 416.9007, 17.1866
1650048518072572.00, 487.1527, 410.9570, 16.3219
1650048518108444.50, 487.9447, 410.8541, 14.4073
1650048518140572.25, 489.1055, 410.4255, 13.5000
1650048518174357.00, 486.8484, 410.7285, 12.3640
1650048518207089.00, 486.1956, 411.0162, 12.0334
1650048518240835.75, 484.4753, 412.2096, 11.9954
1650048518274170.25, 483.3234, 412.4678, 12.4430
