time (µs),x,y,head direction (˚)
1650049434980592.50, 542.9503, 432.1187, 193.4840
1650049435012167.25, 542.9506, 432.1391, 193.6458
1650049435043708.75, 542.9360, 432.0849, 193.7069
1650049435074481.50, 542.9711, 432.1389, 193.7645
1650049435108444.25, 543.0121, 432.1386, 193.6107
1650049435138942.25, 542.9984, 432.1387, 193.8229
1650049435172169.25, 542.9359, 432.0781, 193.6563
1650049435202466.50, 542.9573, 432.1322, 193.5573
1650049435233664.00, 543.0045, 432.0912, 193.7142
1650049435265527.75, 542.9708, 432.1186, 193.7762
1650049435297262.00, 542.9365, 432.1121, 193.6459
1650049435330098.25, 542.9709, 432.1253, 193.7685
1650049435360070.00, 542.9571, 432.1187, 193.6297
1650049435393665.25, 542.9363, 432.0985, 193.6632
1650049435424117.75, 542.9984, 432.1387, 193.8387
1650049435454962.25, 542.9425, 432.0645, 193.7563
1650049435487615.00, 543.9928, 432.3463, 193.7344
1650049435518934.50, 542.9911, 432.1116, 193.7371
1650049435551136.25, 543.0049, 432.1183, 193.6810
1650049435588695.75, 542.9913, 432.1184, 193.7719
1650049435627528.25, 542.9916, 432.1387, 193.8532
1650049435664355.25, 542.9979, 432.1048, 193.7242
1650049435702069.00, 542.9642, 432.1322, 193.6728
1650049435740134.50, 542.9358, 432.0714, 193.7137
1650049435771253.25, 542.9911, 432.1116, 193.7855
1650049435802441.00, 542.9979, 432.1048, 193.7633
1650049435833550.75, 542.9364, 432.1053, 193.6706
1650049435865338.50, 542.9909, 432.0981, 193.7619
1650049435896221.50, 543.0185, 432.1114, 193.6306
1650049435929309.75, 543.0056, 432.1590, 193.7129
1650049435959241.75, 543.0052, 432.1319, 193.6328
1650049435993158.25, 542.9984, 432.1387, 193.7086
1650049436023567.75, 543.0048, 432.1115, 193.6459
1650049436054194.75, 542.9848, 432.1388, 193.8247
1650049436085719.25, 542.9841, 432.0981, 193.7769
1650049436116434.25, 542.9639, 432.1186, 193.5855
1650049436149701.50, 542.9986, 432.1455, 193.7158
1650049436180861.25, 542.9499, 432.0984, 193.6519
1650049436212894.75, 542.9439, 432.1459, 193.7056
1650049436244956.25, 542.9496, 432.0780, 193.6403
1650049436275854.50, 542.9509, 432.1526, 193.6679
1650049436309535.25, 543.0048, 432.1115, 193.6459
1650049436340750.00, 543.0192, 432.1521, 193.7402
1650049436374050.25, 542.9712, 432.1457, 193.7551
1650049436404449.25, 542.9987, 432.1522, 193.7661
1650049436436342.00, 543.0192, 432.1521, 193.7258
1650049436468943.75, 543.0053, 432.1386, 193.6678
1650049436501538.50, 542.9991, 432.1794, 193.7508
1650049436539301.00, 542.9502, 432.1119, 193.6943
1650049436586017.75, 542.9857, 432.1931, 193.7354
1650049436618922.00, 542.9431, 432.0984, 193.5677
1650049436649983.75, 542.9439, 432.1459, 193.6679
1650049436684006.25, 543.0190, 432.1453, 193.7567
1650049436715040.75, 542.9578, 432.1594, 193.6966
1650049436748493.75, 543.0124, 432.1589, 193.5664
1650049436779144.50, 543.0266, 432.1859, 193.6341
1650049436811567.00, 544.0312, 432.3686, 193.6780
1650049436843590.25, 542.9715, 432.1593, 193.7614
1650049436874690.75, 543.0054, 432.1454, 193.7056
1650049436907934.75, 543.0056, 432.1590, 193.7129
1650049436938337.50, 542.9711, 432.1389, 193.7066
1650049436969742.50, 542.9987, 432.1522, 193.7955
1650049437002555.75, 542.9983, 432.1319, 193.8229
1650049437034525.75, 543.0334, 432.1859, 193.7107
1650049437066604.50, 542.9849, 432.1456, 193.7177
1650049437098627.00, 542.9714, 432.1525, 193.7481
1650049437131345.50, 543.0048, 432.1115, 193.7764
1650049437161287.50, 542.9507, 432.1459, 193.6899
1650049437195296.75, 542.9984, 432.1387, 193.8158
1650049437225963.75, 543.0120, 432.1318, 193.7859
1650049437260697.25, 542.9436, 432.1256, 193.7316
1650049437291190.00, 542.9509, 432.1526, 193.7634
1650049437323982.50, 543.0056, 432.1590, 193.7491
1650049437354928.75, 542.9983, 432.1319, 193.8953
1650049437385014.00, 542.9993, 432.1862, 193.7528
1650049437418226.50, 542.9365, 432.1121, 193.7609
1650049437449940.00, 543.0129, 432.1860, 193.6875
1650049437484471.75, 543.0382, 432.0638, 193.7943
1650049437515442.25, 542.9375, 432.1731, 193.7841
1650049437548799.00, 543.0113, 432.0911, 193.7904
1650049437578944.50, 543.0187, 432.1250, 193.9180
1650049437610826.75, 542.9511, 432.1662, 193.8532
1650049437641327.75, 542.9983, 432.1319, 193.8953
1650049437671638.25, 542.9848, 432.1388, 194.0340
1650049437703130.00, 542.9432, 432.1052, 193.8385
1650049437734975.25, 542.9927, 432.1998, 193.8589
1650049437766508.75, 542.9910, 432.1048, 193.9291
1650049437799086.00, 542.9714, 432.1525, 193.9661
1650049437828791.75, 544.0232, 432.3460, 193.9816
1650049437862404.50, 544.0311, 432.3611, 193.9064
1650049437893083.00, 542.9705, 432.1050, 194.0858
1650049437926083.00, 542.9847, 432.1320, 193.8462
1650049437957068.75, 542.9367, 432.1256, 193.8493
1650049437987939.50, 542.9562, 432.0644, 193.9287
1650049438019546.50, 542.9847, 432.1320, 193.9921
1650049438050260.75, 542.9977, 432.0980, 193.8698
1650049438083350.00, 542.9439, 432.1459, 193.7056
1650049438113694.00, 542.9710, 432.1321, 193.9015
1650049438146319.00, 543.0186, 432.1182, 193.9394
1650049438176703.75, 542.9367, 432.1256, 193.8493
1650049438207954.25, 542.9491, 432.0509, 194.0549
1650049438240621.50, 543.9035, 432.0078, 194.2973
1650049438271670.50, 543.7614, 431.6924, 194.6016
1650049438304890.00, 543.3081, 430.9424, 196.1735
1650049438336750.75, 544.0824, 430.4071, 196.4420
1650049438368914.50, 543.5520, 430.1604, 196.9384
1650049438401038.75, 542.5631, 430.2701, 199.3266
1650049438433005.50, 542.0234, 430.6679, 201.9733
1650049438467656.75, 540.9767, 432.1752, 211.4354
1650049438500845.50, 540.3560, 433.4281, 220.0360
1650049438535962.75, 538.6175, 436.8128, 232.2204
1650049438572278.50, 538.3158, 438.8437, 238.8486
1650049438607058.50, 534.3381, 443.3259, 249.6873
1650049438650489.00, 532.8400, 443.6055, 255.1965
1650049438687978.75, 523.3456, 453.0368, 259.2180
1650049438730701.25, 519.2156, 455.2916, 257.8789
1650049438783476.75, 513.6027, 457.5891, 254.7290
1650049438838794.25, 510.6410, 457.5335, 251.6485
1650049438913922.75, 511.3508, 456.3971, 250.7232
1650049438948178.75, 513.1082, 456.2369, 250.4853
1650049438990678.00, 512.4855, 456.5037, 247.4439
1650049439021784.50, 513.2113, 457.8647, 241.7372
1650049439053683.25, 513.7849, 458.5907, 238.7344
1650049439085912.50, 515.7120, 459.3142, 237.1563
1650049439117296.25, 516.1528, 459.1642, 236.4730
1650049439151310.75, 517.2911, 459.9216, 237.7659
1650049439183445.50, 516.7155, 459.4993, 238.6983
1650049439216621.00, 517.3090, 459.6364, 239.9206
1650049439247028.50, 517.2825, 459.4162, 240.7884
1650049439287477.25, 516.6393, 459.3642, 240.2937
1650049439319621.75, 515.9688, 459.3746, 238.8602
1650049439362254.00, 513.1665, 458.9339, 234.4737
1650049439403982.25, 512.7437, 458.5384, 233.7092
1650049439436601.50, 511.6395, 458.4332, 234.8731
1650049439477228.50, 511.8148, 458.3812, 235.6310
1650049439510636.00, 512.4186, 458.1340, 236.3957
1650049439541990.25, 512.3459, 458.4861, 237.4622
1650049439574295.25, 512.8063, 458.4150, 238.0390
1650049439619364.75, 512.4718, 458.4904, 238.6171
1650049439651590.25, 512.7736, 457.9564, 238.1622
1650049439697492.75, 513.0172, 458.1685, 238.6553
1650049439731062.00, 514.2262, 458.0088, 238.6617
1650049439761929.25, 516.6959, 458.8287, 241.3512
1650049439796599.00, 516.8352, 456.5511, 247.4002
1650049439840865.25, 516.6161, 456.3180, 248.7045
1650049439899161.25, 516.5908, 457.7508, 250.5729
1650049439938592.25, 514.4555, 456.3698, 252.5018
1650049439986283.75, 514.7201, 457.4626, 249.2114
1650049440039645.75, 516.3844, 456.2675, 247.8277
1650049440072434.75, 518.1663, 455.5247, 246.7879
1650049440111661.75, 519.7263, 456.1447, 244.7345
1650049440145400.50, 520.4705, 455.4121, 243.5570
1650049440185411.75, 521.9391, 453.6134, 241.3771
1650049440219774.00, 523.8504, 448.8398, 238.6647
1650049440282787.75, 526.0533, 447.3706, 237.4450
1650049440321169.75, 528.3034, 440.0801, 232.0129
1650049440357551.00, 529.9791, 435.2470, 221.6062
1650049440394857.00, 530.5039, 432.5493, 216.8880
1650049440426415.25, 530.5673, 429.7260, 211.2420
1650049440479211.25, 531.6516, 430.4192, 210.4137
1650049440515244.50, 531.1703, 431.9584, 207.6093
1650049440551292.25, 532.0645, 432.6059, 205.4452
1650049440587178.50, 533.2045, 432.9900, 206.1796
1650049440619553.25, 534.7283, 433.8527, 202.2785
1650049440650724.75, 535.1217, 434.0937, 200.1131
1650049440683593.50, 535.7122, 434.2788, 197.5116
1650049440713888.25, 535.9570, 434.2159, 197.6711
1650049440748566.75, 536.0249, 434.1950, 198.6542
1650049440778591.50, 535.8645, 433.9996, 198.9902
1650049440813417.50, 535.6260, 433.6353, 199.0510
1650049440843705.50, 534.9337, 432.6847, 199.1675
1650049440876385.50, 534.5008, 432.1321, 198.7454
1650049440906785.25, 533.8371, 431.6560, 197.8466
1650049440938428.25, 533.6364, 431.4949, 197.7865
1650049440971957.25, 533.4945, 431.1841, 198.0964
1650049441003695.50, 533.5447, 430.9260, 198.3231
1650049441037541.00, 533.4365, 430.5879, 199.6106
1650049441068917.75, 533.3040, 430.4262, 199.7594
1650049441103770.00, 533.8025, 430.5381, 199.7448
1650049441134469.75, 533.6784, 430.1816, 199.6290
1650049441167900.75, 533.4985, 429.4619, 200.8677
1650049441198326.50, 533.4214, 428.9447, 202.8292
1650049441230928.25, 533.5322, 428.1672, 206.4059
1650049441280322.25, 533.9757, 426.5179, 219.6845
1650049441344161.75, 535.1028, 426.9250, 246.9203
1650049441399590.25, 532.7928, 431.5845, -99.0000
1650049441474949.75, 526.0746, 433.9891, -99.0000
1650049441571156.75, 511.5623, 438.6507, -99.0000
1650049441608824.75, 492.1894, 438.5912, 311.8517
1650049441647193.75, 481.9694, 438.1298, 316.9221
1650049441686647.00, 474.5075, 432.6574, 318.4320
1650049441727730.50, 470.8059, 429.0400, 321.2706
1650049441762723.50, 464.3602, 422.6786, 320.0881
1650049441798674.50, 459.0541, 417.9641, 318.6339
1650049441832322.50, 455.4788, 415.6967, 321.7028
1650049441863970.25, 447.9285, 408.4654, -99.0000
1650049441915777.75, 441.8520, 408.4671, 320.9572
1650049441957383.75, 433.1253, 402.9338, 319.3664
1650049441992371.25, 422.8339, 401.1908, 317.4232
1650049442029838.00, 412.5160, 393.9226, 318.0938
1650049442065951.25, 403.5843, 392.0232, 314.7748
1650049442105558.50, 401.1913, 390.4922, 315.8680
1650049442140365.50, 396.3946, 386.4505, 319.6257
1650049442179395.50, 385.8112, 382.7532, 319.9428
1650049442216658.75, 381.9606, 380.5320, 323.3842
1650049442251252.25, 377.1424, 375.1302, 322.9725
1650049442286841.75, 370.1968, 368.1401, 321.2338
1650049442323100.75, 363.8767, 365.1514, 324.8758
1650049442363489.25, 353.7936, 359.0314, 321.9661
1650049442399444.25, 346.9379, 356.3949, 321.3804
1650049442435244.75, 343.7267, 354.4738, 322.7616
1650049442471203.25, 337.4631, 349.6955, 322.1492
1650049442512795.75, 332.8022, 347.3595, 322.6650
1650049442551250.25, 330.6914, 347.8249, 323.3701
1650049442598361.25, 327.7740, 347.2734, 323.6932
1650049442649082.50, 326.7789, 345.8785, 323.6222
1650049442689533.75, 325.8611, 345.1467, 324.4835
1650049442730119.25, 326.4489, 346.0907, 324.7753
1650049442761608.75, 327.1807, 347.6484, 324.6562
1650049442800679.50, 327.2238, 347.5360, 324.9028
1650049442833598.25, 327.1895, 346.5473, 324.9206
1650049442873412.50, 325.6103, 344.6174, 325.3194
1650049442915342.00, 323.6766, 341.7671, 325.3935
1650049443032699.75, 323.7275, 340.0050, 329.7612
1650049443187210.75, 327.0524, 339.5339, -99.0000
1650049443242825.75, 326.4012, 340.4447, 327.2537
1650049443290081.25, 326.9900, 340.6596, 331.3638
1650049443384280.25, 327.7605, 338.2440, 342.0033
1650049443425819.50, 328.3323, 328.3148, 356.5103
1650049443464984.25, 328.7909, 326.1081, 356.9464
1650049443503065.00, 331.3199, 320.9251, 4.3264
1650049443539843.50, 334.9541, 317.7118, 10.8539
1650049443584338.25, 337.0926, 313.0865, 16.6161
1650049443625000.50, 339.5246, 308.3996, 16.9913
1650049443667670.75, 340.5129, 305.6280, 17.4199
1650049443701588.25, 342.3469, 301.7428, 20.9847
1650049443742641.00, 345.1083, 298.7743, 20.9661
1650049443783362.50, 348.0871, 296.4292, 20.4431
1650049443816640.00, 349.7750, 294.4109, 18.3440
1650049443883847.00, 350.1515, 292.9902, 16.1858
1650049443924139.75, 351.7095, 290.3396, 24.5327
1650049443964527.50, 351.7010, 289.4460, 22.8657
1650049444001304.75, 351.6976, 289.2002, 20.1636
1650049444042654.00, 349.8227, 287.0743, 19.3596
1650049444082871.25, 348.9606, 286.5229, 17.9215
1650049444122416.00, 346.8083, 287.1565, 11.8561
1650049444159940.75, 344.8550, 289.1806, 7.6523
1650049444204771.75, 340.5134, 290.7536, 357.9651
1650049444246877.00, 333.8291, 292.3561, 345.0910
1650049444307344.75, 332.2454, 293.8849, 339.6472
1650049444505889.50, 323.4200, 296.3715, -99.0000
1650049444545421.25, 304.7984, 295.5221, 318.7899
1650049444589740.50, 301.4235, 293.6869, 317.1446
1650049444647112.00, 298.4908, 291.2511, 317.7688
1650049444692176.25, 293.0298, 288.8398, 316.3344
1650049444898362.00, 287.1441, 287.4765, -99.0000
1650049444941546.25, 270.4897, 290.3706, 306.9562
1650049444990009.50, 269.4279, 290.5497, 306.7169
1650049445038084.75, 269.7011, 289.4804, 307.7353
1650049445077076.25, 268.2123, 286.6943, 313.9671
1650049445120770.50, 266.2626, 281.9267, 318.5524
1650049445157040.50, 264.0365, 276.2810, 327.0755
1650049445193812.75, 262.5101, 270.6998, 342.3736
1650049445236027.75, 263.1731, 267.3047, 343.4393
1650049445271902.25, 262.5457, 261.8495, 349.4226
1650049445311204.50, 264.6093, 256.7652, 356.5725
1650049445349909.50, 265.4101, 253.7855, 356.2445
1650049445387445.75, 265.2254, 246.5091, 359.2787
1650049445441825.50, 262.6447, 241.1259, 355.1547
1650049445490808.75, 260.0613, 234.0523, 345.9238
1650049445536711.25, 260.3116, 232.5414, 345.7757
1650049445595417.25, 259.6276, 229.2814, 352.5730
1650049445715622.75, 259.2621, 226.7366, 355.6132
1650049445767805.25, 258.0478, 218.3392, 357.5141
1650049445803622.50, 257.9250, 218.9293, 357.4068
1650049445886021.25, 259.0195, 218.7488, -99.0000
1650049445974617.00, 261.2129, 222.2803, -99.0000
1650049446066834.25, 261.8289, 224.1605, -99.0000
1650049446104732.75, 261.2915, 226.0288, 351.5563
1650049446170118.75, 259.8099, 228.6272, 349.9006
1650049446209774.75, 256.8176, 229.5418, 348.6740
1650049446257014.50, 256.3028, 229.8019, 348.0605
1650049446309459.75, 256.2747, 230.6971, 348.0726
1650049446349245.75, 256.7035, 232.3050, 347.3655
1650049446380679.50, 257.0251, 233.9506, 348.5181
1650049446432891.50, 258.1277, 236.9325, 350.9086
1650049446466663.75, 259.4357, 241.2054, 350.5388
1650049446503848.00, 262.3888, 243.9255, 352.1113
1650049446539067.00, 263.2869, 244.8218, 351.9225
1650049446580784.50, 260.8641, 246.8594, 351.5300
1650049446649886.00, 260.7900, 250.3113, 354.4436
1650049446751947.25, 260.3062, 252.3713, 357.0343
1650049446821580.25, 257.3554, 252.3849, 358.6111
1650049446864906.25, 255.6585, 252.7288, 359.9275
1650049446949635.25, 254.4730, 251.1631, 1.5740
1650049447032155.50, 253.4442, 247.2894, 2.1311
1650049447125840.50, 252.0260, 246.4777, 4.5540
1650049447173409.25, 253.1162, 245.6754, 6.7976
1650049447204832.50, 252.4640, 244.8152, 9.1546
1650049447240620.00, 252.2537, 243.8143, 11.3094
1650049447284064.50, 253.0102, 242.1121, 12.5088
1650049447333404.50, 253.5829, 238.8135, 16.1125
1650049447420723.25, 257.3314, 229.9872, -99.0000
1650049447502660.50, 267.0448, 222.5634, -99.0000
1650049447589527.75, 281.7775, 219.6567, -99.0000
1650049447629973.75, 292.2145, 222.2787, 51.6404
1650049447715251.00, 296.2753, 220.7975, 52.0713
1650049447757748.50, 296.5601, 215.3610, 43.9233
1650049447801391.75, 294.9260, 212.1032, 36.1816
1650049447856900.00, 294.3544, 209.3123, 33.2031
1650049447896943.50, 294.1853, 204.5359, 33.4679
1650049447969335.25, 295.1194, 200.2101, 32.4921
1650049448016107.00, 297.5455, 196.4895, 36.9032
1650049448068911.25, 297.6003, 193.1834, 35.5521
1650049448104818.25, 295.2440, 191.3211, 39.3846
1650049448140980.75, 294.6012, 188.9574, 34.8479
1650049448332148.25, 294.7428, 186.9135, -99.0000
1650049448379284.50, 280.9596, 174.9305, 6.4200
1650049448422776.00, 277.8187, 171.4292, 2.2811
1650049448463373.25, 277.5722, 169.5644, 6.2788
1650049448545511.25, 276.6660, 166.1668, -99.0000
1650049448587928.00, 279.6343, 162.7229, 16.7043
1650049448624771.25, 280.8444, 160.7385, 18.4656
1650049448662966.75, 283.1423, 158.3506, 24.5466
1650049448740825.75, 283.3139, 157.2120, -99.0000
1650049448802966.75, 292.3164, 157.0511, -99.0000
1650049448871968.50, 302.0005, 159.0181, -99.0000
1650049448937730.75, 315.4421, 162.6508, -99.0000
1650049449022813.25, 326.3941, 169.4606, -99.0000
1650049449075073.75, 333.3803, 176.1779, 87.6588
1650049449122703.75, 336.0068, 176.0419, 86.1180
1650049449167493.25, 336.8736, 175.4407, 83.5387
1650049449356058.00, 338.3715, 174.1207, -99.0000
1650049449424871.00, 349.5470, 175.4614, -99.0000
1650049449464531.75, 356.4235, 179.6744, 91.8719
1650049449502299.00, 359.2796, 181.3734, 95.1896
1650049449539481.50, 364.2894, 185.0836, 97.6549
1650049449576365.75, 368.5804, 187.6676, 101.8760
1650049449619010.25, 371.1602, 188.5250, 102.2771
1650049449657941.75, 373.6062, 189.7885, 103.8277
1650049449696613.50, 376.7945, 190.1484, 107.4017
1650049449728423.00, 379.7586, 190.2132, 111.0478
1650049449766254.50, 381.0705, 190.7031, 107.3577
1650049449802751.50, 382.4349, 192.1868, 108.5341
1650049449889016.50, 385.6113, 193.9876, -99.0000
1650049449968568.25, 393.9896, 203.0265, -99.0000
1650049450041550.50, 396.1815, 214.5511, -99.0000
1650049450105572.25, 395.3866, 225.2741, -99.0000
1650049450176026.50, 392.3524, 233.8694, -99.0000
1650049450224188.25, 387.1682, 238.8390, 163.1803
1650049450275767.50, 387.8365, 240.4118, 160.8904
1650049450319982.50, 388.7903, 241.6946, 158.0415
1650049450368668.25, 391.2553, 242.0964, 155.7694
1650049450415064.75, 393.9829, 242.6649, 149.5596
1650049450455320.50, 397.4916, 241.0705, 136.7863
1650049450665904.50, 399.9603, 237.3406, -99.0000
1650049450705552.50, 412.9379, 207.4661, 94.8983
1650049450743243.50, 416.5765, 205.4970, 92.2030
1650049450780709.25, 423.3874, 202.0033, 95.0090
1650049450818739.75, 428.0781, 200.9955, 98.3370
1650049450858104.50, 430.3864, 199.2743, 98.9844
1650049450898084.50, 434.9010, 197.2139, 98.6176
1650049450929973.00, 439.7689, 195.3039, 97.4288
1650049450965458.25, 445.9815, 194.6203, 104.5235
1650049451042989.00, 448.5606, 194.6437, -99.0000
1650049451126359.25, 456.7621, 199.1675, -99.0000
1650049451204839.50, 464.4858, 202.7719, -99.0000
1650049451282971.00, 472.8643, 209.8592, -99.0000
1650049451321319.50, 477.1512, 213.5748, 121.8155
1650049451356889.25, 481.5028, 215.1400, 125.6110
1650049451436446.50, 486.2322, 217.0552, -99.0000
1650049451475024.00, 489.3124, 221.0574, 120.5044
1650049451510143.00, 493.8183, 224.9279, 125.6424
1650049451572290.50, 499.2969, 230.8149, -99.0000
1650049451635964.50, 503.6443, 236.9961, -99.0000
1650049451673187.00, 505.8383, 244.9849, 143.9449
1650049451751865.75, 509.1743, 250.5937, -99.0000
1650049451801473.50, 513.8966, 254.7710, 142.5900
1650049451849633.25, 516.0442, 256.6194, 135.3369
1650049451889290.00, 520.2611, 259.9750, 137.8640
1650049451922902.25, 524.1487, 262.9030, 139.1163
1650049451960293.00, 525.8939, 264.3477, 140.2123
1650049452030350.50, 526.8282, 267.5445, 145.2055
1650049452069595.25, 530.0261, 270.4733, 149.8152
1650049452110013.00, 533.2837, 271.6217, 143.6438
1650049452152991.00, 533.9102, 272.3679, 141.3580
1650049452185589.25, 534.3903, 272.8570, 141.9074
1650049452229998.00, 537.0231, 274.9276, 142.8859
1650049452299845.75, 538.1263, 275.9435, 140.5392
1650049452345441.75, 538.7096, 275.4845, 138.1294
1650049452376089.50, 538.7261, 274.4586, 136.3016
1650049452409867.25, 538.5224, 272.8611, 133.3984
1650049452440016.75, 538.7229, 271.9623, 132.9470
1650049452474170.50, 539.0478, 271.0223, 130.8785
1650049452507733.50, 539.6888, 267.6390, 121.2034
1650049452545812.00, 540.1801, 264.4742, 114.3978
1650049452590827.00, 540.2838, 262.1738, 110.5477
1650049452636488.75, 540.8194, 256.0405, 107.9554
1650049452675721.25, 540.7811, 249.4633, 96.4752
1650049452710210.25, 540.8169, 242.0341, 80.7809
1650049452754828.75, 538.7606, 233.5164, 66.4902
1650049452793069.25, 536.9775, 228.4206, 64.6225
1650049452907362.75, 534.5591, 220.7637, -99.0000
1650049452953830.50, 528.9579, 204.0490, 38.3888
1650049452994902.75, 522.4139, 196.1416, 30.3342
1650049453111180.75, 520.2363, 194.3810, -99.0000
1650049453175039.75, 504.8821, 183.2602, 12.8819
1650049453230177.75, 499.0959, 179.9698, 12.9208
1650049453267666.25, 494.8562, 175.6145, 10.2028
1650049453317824.75, 494.2890, 174.5055, 10.7142
1650049453356856.50, 493.3199, 173.7646, 11.7453
1650049453400370.75, 493.0464, 172.6465, 9.9543
1650049453507846.75, 490.6561, 169.8280, 4.4196
1650049453554989.75, 487.2269, 167.6266, 353.1114
1650049453609204.25, 478.6759, 169.5263, 337.7209
1650049453694114.00, 471.7152, 171.3913, 337.5219
1650049453740775.25, 455.3348, 176.0992, 325.9887
1650049453923622.75, 448.6785, 175.4875, -99.0000
1650049454123720.75, 428.8815, 175.6163, -99.0000
1650049454165699.50, 413.2239, 161.6123, 316.6846
1650049454357940.75, 410.6532, 158.3222, -99.0000
1650049454398567.00, 395.4109, 177.4128, 287.1103
1650049454566398.25, 388.2657, 183.4573, -99.0000
1650049454623998.00, 369.2675, 199.4725, 256.1698
1650049454750261.50, 361.6850, 205.4676, 252.4509
1650049454813291.00, 353.4238, 216.1818, 256.7281
1650049454864142.75, 345.5827, 220.0362, 257.0934
1650049454908289.25, 339.7587, 224.2049, 255.7549
1650049454947944.00, 334.1339, 227.5558, 258.8449
1650049454986387.00, 330.5932, 230.1536, 258.4326
1650049455024178.75, 323.2654, 234.8040, 259.1866
1650049455060120.25, 316.5384, 237.9296, 262.5289
1650049455097453.50, 308.9970, 240.9157, 259.3888
1650049455134101.50, 304.1977, 242.9653, 260.5062
1650049455175908.00, 294.5296, 245.8579, 263.2775
1650049455217019.50, 286.8574, 248.2230, 263.0086
1650049455260692.25, 282.6212, 249.4634, 263.6191
1650049455298974.25, 268.7127, 251.1818, 273.1369
1650049455336158.50, 263.3921, 251.1399, 273.3177
1650049455373372.50, 256.0264, 248.0162, 283.6725
1650049455411092.00, 250.8966, 244.8423, 284.9946
1650049455452020.75, 247.9563, 244.6096, 286.6348
1650049455505977.00, 241.1475, 244.6123, 283.0722
1650049455545268.75, 232.3921, 244.3449, 281.8478
1650049455594437.50, 229.6848, 244.1533, 284.3582
1650049455636494.75, 222.9579, 244.1058, 283.2881
1650049455677417.25, 216.8770, 242.3198, 294.2753
1650049455708080.75, 211.5560, 240.2838, 301.6005
1650049455786328.50, 205.4063, 236.7331, -99.0000
1650049455866514.25, 200.5252, 228.5983, -99.0000
1650049455912505.50, 196.2921, 217.2954, 307.3867
1650049455957743.00, 192.0689, 212.2622, 311.3099
1650049456000156.25, 188.0559, 208.2784, 314.1545
1650049456033310.25, 182.7405, 204.8665, 314.6025
1650049456078352.25, 181.9623, 205.0640, 314.5568
1650049456122454.25, 179.2640, 202.5472, 312.4171
1650049456171563.00, 173.5370, 200.4411, 308.6283
1650049456204246.50, 167.6582, 199.3475, 304.3379
1650049456243477.50, 162.7321, 199.1549, 304.0246
1650049456283753.75, 159.6634, 197.5483, 303.2703
1650049456316744.00, 157.5005, 196.3050, 301.8967
1650049456385669.50, 151.6643, 195.4331, 300.5567
1650049456438989.75, 146.8959, 193.2482, 304.9318
1650049456478787.50, 143.8485, 191.0241, 306.5401
1650049456515858.25, 141.4258, 191.3689, 305.3837
1650049456554121.25, 137.1361, 190.0409, 303.0621
1650049456586199.50, 132.5404, 189.5558, 300.8267
1650049456628498.50, 131.4180, 189.6363, 298.2656
1650049456659619.25, 130.0295, 189.7299, 297.8203
1650049456698110.25, 129.6698, 187.7668, 301.4684
1650049456728755.25, 128.2558, 187.4260, 302.5814
1650049456776214.75, 125.3130, 186.3422, 300.2230
1650049456853217.00, 124.0626, 185.4655, -99.0000
1650049456934495.50, 127.5453, 184.0993, -99.0000
1650049457011129.75, 130.1848, 184.4123, -99.0000
1650049457096476.00, 132.3925, 184.4598, -99.0000
1650049457130687.50, 134.2692, 183.9481, 303.8860
1650049457183833.25, 135.2559, 184.3622, 304.7933
1650049457232051.50, 134.6142, 183.9989, 306.7853
1650049457310936.25, 133.8915, 182.5190, -99.0000
1650049457409935.50, 136.1156, 179.2278, -99.0000
1650049457451497.50, 134.7773, 172.5995, 325.7970
1650049457495810.50, 133.0187, 169.8043, 328.5774
1650049457563128.00, 130.9696, 168.2110, 329.1881
1650049457599498.75, 129.0607, 168.7658, 324.5142
1650049457634174.25, 125.8622, 169.5549, 318.4400
1650049457675140.75, 124.9443, 170.5694, 316.9156
1650049457714883.25, 123.6008, 171.1559, 315.3088
1650049457745553.25, 123.9985, 172.0379, 314.2915
1650049457785290.00, 123.9305, 172.6574, 313.8398
1650049457816641.00, 123.8899, 173.1449, 318.6281
1650049457897640.25, 122.6114, 170.9833, -99.0000
1650049457962868.25, 124.5684, 163.7426, -99.0000
1650049458038855.00, 135.4618, 152.3555, -99.0000
1650049458100086.50, 147.4608, 143.9114, -99.0000
1650049458176358.75, 154.6105, 140.8380, -99.0000
1650049458213635.75, 155.8034, 139.1834, 18.6579
1650049458261930.00, 154.9086, 139.7445, 18.6550
1650049458299038.75, 152.3656, 138.5126, 23.9318
1650049458335580.50, 151.3677, 137.2027, 29.8491
1650049458415894.50, 151.8283, 133.4357, -99.0000
1650049458497337.50, 162.2812, 123.8518, -99.0000
1650049458573486.00, 177.3832, 120.2982, -99.0000
1650049458637198.75, 196.1216, 118.0163, -99.0000
1650049458734842.75, 201.7762, 117.1831, -99.0000
1650049458791286.00, 211.2891, 110.0424, 63.7638
1650049458835903.75, 216.5563, 105.2553, 60.7683
1650049458871969.25, 220.8675, 99.8509, 57.3698
1650049458907216.50, 223.9442, 94.7134, 56.4882
1650049458939541.25, 226.8946, 89.5959, 55.9259
1650049458973011.25, 228.9046, 86.3626, 54.7411
1650049459012751.00, 232.3410, 82.2024, 60.2926
1650049459049757.00, 234.2551, 80.6839, 62.2554
1650049459113924.75, 239.0732, 78.8755, -99.0000
1650049459170550.00, 241.8612, 76.4578, -99.0000
1650049459204103.75, 241.6614, 76.4547, 71.3383
1650049459280162.00, 243.9044, 76.6847, -99.0000
