RATING,
hate,
hate,
indifferent,
don't enjoy,
indifferent,
hate,
don't enjoy,
love,
love,
indifferent,
enjoy,
hate,
enjoy,
love,
hate,
indifferent,
indifferent,
love,
indifferent,
indifferent,
hate,
don't enjoy,
enjoy,
love,
don't enjoy,
enjoy,
don't enjoy,
indifferent,
hate,
enjoy,
don't enjoy,
don't enjoy,
enjoy,
don't enjoy,
hate,
hate,
hate,
indifferent,
love,
don't enjoy,
love,
hate,
hate,
indifferent,
enjoy,
love,
indifferent,
love,
hate,
hate,
hate,
hate,
love,
enjoy,
hate,
enjoy,
hate,
don't enjoy,
hate,
enjoy,
hate,
enjoy,
love,
indifferent,
hate,
don't enjoy,
indifferent,
indifferent,
hate,
indifferent,
indifferent,
hate,
love,
indifferent,
indifferent,
hate,
enjoy,
don't enjoy,
indifferent,
love,
enjoy,
don't enjoy,
indifferent,
love,
love,
hate,
indifferent,
don't enjoy,
hate,
hate,
love,
don't enjoy,
don't enjoy,
hate,
hate,
don't enjoy,
indifferent,
don't enjoy,
enjoy,
love,
love,
don't enjoy,
love,
hate,
indifferent,
enjoy,
hate,
enjoy,
enjoy,
enjoy,
don't enjoy,
hate,
hate,
hate,
don't enjoy,
don't enjoy,
don't enjoy,
love,
enjoy,
indifferent,
don't enjoy,
enjoy,
hate,
indifferent,
don't enjoy,
hate,
indifferent,
hate,
hate,
don't enjoy,
indifferent,
enjoy,
indifferent,
don't enjoy,
love,
don't enjoy,
hate,
don't enjoy,
don't enjoy,
indifferent,
don't enjoy,
indifferent,
hate,
indifferent,
indifferent,
love,
love,
enjoy,
hate,
indifferent,
don't enjoy,
indifferent,
hate,
enjoy,
indifferent,
love,
love,
don't enjoy,
hate,
hate,
don't enjoy,
enjoy,
indifferent,
hate,
enjoy,
love,
don't enjoy,
indifferent,
don't enjoy,
indifferent,
indifferent,
indifferent,
hate,
hate,
love,
love,
indifferent,
hate,
don't enjoy,
hate,
hate,
don't enjoy,
don't enjoy,
hate,
don't enjoy,
indifferent,
indifferent,
hate,
enjoy,
hate,
indifferent,
enjoy,
enjoy,
hate,
indifferent,
hate,
enjoy,
don't enjoy,
don't enjoy,
enjoy,
love,
hate,
hate,
hate,
don't enjoy,
indifferent,
enjoy,
indifferent,
indifferent,
don't enjoy,
don't enjoy,
enjoy,
enjoy,
hate,
hate,
hate,
love,
indifferent,
indifferent,
enjoy,
hate,
hate,
enjoy,
don't enjoy,
love,
enjoy,
enjoy,
indifferent,
enjoy,
hate,
hate,
love,
don't enjoy,
love,
hate,
indifferent,
hate,
love,
hate,
indifferent,
enjoy,
enjoy,
enjoy,
hate,
don't enjoy,
love,
don't enjoy,
love,
don't enjoy,
don't enjoy,
enjoy,
hate,
enjoy,
enjoy,
don't enjoy,
enjoy,
indifferent,
indifferent,
enjoy,
indifferent,
hate,
don't enjoy,
hate,
hate,
hate,
enjoy,
indifferent,
love,
indifferent,
hate,
indifferent,
hate,
hate,
don't enjoy,
hate,
enjoy,
hate,
indifferent,
enjoy,
love,
indifferent,
hate,
enjoy,
indifferent,
hate,
enjoy,
hate,
don't enjoy,
hate,
enjoy,
enjoy,
don't enjoy,
enjoy,
hate,
don't enjoy,
love,
don't enjoy,
enjoy,
enjoy,
indifferent,
don't enjoy,
love,
indifferent,
hate,
don't enjoy,
hate,
love,
enjoy,
love,
love,
hate,
don't enjoy,
hate,
don't enjoy,
hate,
indifferent,
don't enjoy,
indifferent,
indifferent,
don't enjoy,
indifferent,
don't enjoy,
love,
enjoy,
hate,
hate,
don't enjoy,
hate,
don't enjoy,
indifferent,
hate,
indifferent,
love,
hate,
indifferent,
enjoy,
indifferent,
enjoy,
indifferent,
love,
hate,
enjoy,
indifferent,
don't enjoy,
don't enjoy,
enjoy,
indifferent,
indifferent,
indifferent,
hate,
hate,
hate,
hate,
indifferent,
hate,
love,
indifferent,
love,
indifferent,
enjoy,
enjoy,
don't enjoy,
hate,
hate,
hate,
indifferent,
don't enjoy,
love,
love,
indifferent,
hate,
don't enjoy,
hate,
enjoy,
hate,
love,
hate,
enjoy,
hate,
indifferent,
don't enjoy,
hate,
don't enjoy,
indifferent,
enjoy,
love,
hate,
love,
hate,
indifferent,
enjoy,
love,
don't enjoy,
hate,
indifferent,
don't enjoy,
enjoy,
love,
love,
enjoy,
hate,
indifferent,
love,
hate,
don't enjoy,
hate,
indifferent,
indifferent,
hate,
indifferent,
enjoy,
love,
love,
hate,
indifferent,
don't enjoy,
indifferent,
hate,
enjoy,
love,
don't enjoy,
don't enjoy,
love,
love,
don't enjoy,
indifferent,
indifferent,
enjoy,
hate,
enjoy,
enjoy,
indifferent,
indifferent,
love,
don't enjoy,
love,
hate,
love,
indifferent,
indifferent,
indifferent,
don't enjoy,
don't enjoy,
enjoy,
hate,
love,
indifferent,
love,
hate,
hate,
indifferent,
don't enjoy,
love,
hate,
enjoy,
don't enjoy,
hate,
enjoy,
indifferent,
indifferent,
love,
hate,
don't enjoy,
indifferent,
hate,
don't enjoy,
hate,
love,
enjoy,
enjoy,
indifferent,
hate,
don't enjoy,
love,
don't enjoy,
indifferent,
hate,
hate,
hate,
hate,
love,
indifferent,
indifferent,
indifferent,
indifferent,
don't enjoy,
enjoy,
enjoy,
enjoy,
enjoy,
don't enjoy,
love,
enjoy,
indifferent,
enjoy,
hate,
hate,
indifferent,
don't enjoy,
indifferent,
don't enjoy,
don't enjoy,
enjoy,
enjoy,
hate,
don't enjoy,
hate,
enjoy,
love,
enjoy,
don't enjoy,
hate,
don't enjoy,
hate,
don't enjoy,
love,
indifferent,
enjoy,
indifferent,
don't enjoy,
indifferent,
don't enjoy,
indifferent,
don't enjoy,
indifferent,
enjoy,
don't enjoy,
hate,
don't enjoy,
don't enjoy,
don't enjoy,
indifferent,
don't enjoy,
don't enjoy,
indifferent,
love,
don't enjoy,
indifferent,
enjoy,
hate,
hate,
don't enjoy,
don't enjoy,
hate,
enjoy,
hate,
indifferent,
indifferent,
love,
love,
indifferent,
indifferent,
enjoy,
indifferent,
enjoy,
enjoy,
don't enjoy,
love,
don't enjoy,
indifferent,
enjoy,
hate,
indifferent,
love,
hate,
don't enjoy,
hate,
hate,
enjoy,
enjoy,
hate,
love,
love,
enjoy,
enjoy,
hate,
don't enjoy,
enjoy,
love,
don't enjoy,
love,
don't enjoy,
hate,
don't enjoy,
hate,
don't enjoy,
enjoy,
love,
love,
don't enjoy,
love,
indifferent,
love,
enjoy,
love,
love,
enjoy,
indifferent,
indifferent,
love,
don't enjoy,
indifferent,
love,
indifferent,
indifferent,
hate,
enjoy,
don't enjoy,
don't enjoy,
indifferent,
love,
hate,
enjoy,
love,
indifferent,
hate,
love,
indifferent,
hate,
don't enjoy,
enjoy,
enjoy,
hate,
indifferent,
enjoy,
don't enjoy,
love,
enjoy,
enjoy,
love,
enjoy,
love,
enjoy,
enjoy,
don't enjoy,
don't enjoy,
love,
indifferent,
don't enjoy,
