time (ms)
172893.96
172896.99
181249
181636.46
181647.92
181650.61
181876.64
181883.27
181905.85
181908.72
182022.52
182733.9
182754.87
182758.16
183237.7
183250.83
186644
187381.75
191210.03
195882.7
195888.63
195920.45
197518.94
201311.12
201601.99
201753.89
201823.93
203311.11
203620.21
204090.23
204320.35
204358.69
204361.93
204982.92
205290.65
205553.46
205580.04
205582.04
205958.43
206245.42
206289.87
207646.22
207648.6
207652
207673.5
215978.54
217114.54
219550.52
219565.08
219571.27
220322.08
220650.12
223160.9
223974.16
226377.29
226416.22
228920
228926.73
230286.17
230820.63
231414.46
231444.48
239249.39
241477.19
242837.29
245325.8
246864.43
250657.88
253615.78
253618.26
253625.03
253651.52
254031.92
254038.2
258349.45
258355.13
258482.06
261006.79
262787.11
264177.63
264713.8
264758.04
264789.01
265069.27
266488.37
266895.17
267571.38
267580.1
268857.2
268906.25
268958.82
269095.55
269447.92
269448.49
269691.36
270466.42
271541.21
279459.93
280746.29
280747.18
280786.76
281216.87
287053.22
287675.74
288678.49
290977.61
291047.87
291755.28
293192.05
293923.72
294775.84
296063.63
296105.58
296113.13
297409.18
297441.58
297626.71
297704.82
297931.5
297950.07
299632.26
299657.12
300658.5
301266.3
303133.06
303176.58
305242.64
305770.61
305773.29
305831.37
309133.85
315094.56
315822.4
315833.05
316120.2
316543.28
316598.66
316706.87
322320.69
326196.93
327405.43
330973.26
335456.91
335483.97
335487.28
336116.8
336140.41
336146.17
336153.23
341697.21
341769.77
341983.4
342023.58
342133.53
342136.99
342150.71
342153.61
343084.07
343086.02
346266.59
347043.58
347545.43
347559.58
347712.61
348070.4
348202.77
348246.51
348488.83
348611.55
348719.32
348719.73
348785.75
348809.18
348985.18
349042.91
349145.14
349190.76
349207.76
349238.65
349304.09
349333.81
349390.99
349453.54
349890.51
350306.43
350324.74
350385.83
351091.65
351322.99
351803.5
352245.78
352410.92
352900.81
353143.82
353147.43
354930.69
355503.68
355868.14
356302.09
356343.98
356353.67
356367.82
356391.11
356740.58
357018.7
357114.49
357188.52
357239.63
357282.95
358336.61
358350.4
358356
362100.46
364157.64
366679.33
367485.1
367492.96
367507.82
367781.06
367804.72
370453.05
370464.27
370477.48
377121.74
384509.62
384890.78
386258.7
387621.02
387941.62
388068.96
388609.35
388652.86
388656.08
388716.43
388852.2
389227.32
389313.44
389649.08
389667.41
389718.78
389811.11
389900.84
390196.13
390250.75
390285.44
391414.98
392652.85
392676.02
393012.5
393241.98
393679.8
393783.73
393821.59
393890.86
394336.43
394481.71
394580.88
395052.46
395085.43
395209.49
395276.67
395315.4
395416.41
395444.05
395483.56
395498.58
395553.95
395681.26
395922.18
396051.82
396092.76
396308.54
396339.65
396416.14
397688.12
398716.48
399420.16
399581.64
400057.62
400481.62
400579.21
401038.38
401113.91
401331.11
404434.59
404445.84
404457.89
404630.84
404648.92
406379.85
412276.44
415002.13
415018.72
415760.79
415760.89
415922.62
419089.25
420828.25
424807.4
426918.6
427557.73
428868.01
428972.18
428980.8
429145.74
429152.31
429186.82
429319.91
429346.82
429522.32
429545.76
429575.92
429615.74
429694.49
429757.68
429758.35
429785.87
430083.31
431356.69
433658.3
435647.83
440002.08
441281.33
441420.11
442177
442333.57
442343.53
442650.44
442682.07
442878.31
443134.41
443218.03
445017.66
447622.02
451132.41
451155.43
452352.27
454792.17
454792.24
454792.45
454961.82
454979.9
454983.09
461257.5
461449.95
464956.52
465546.36
467556.11
467723.17
467977.78
468026.28
469849.19
469897.45
471127.9
471451.26
471464.01
471521.65
471673.09
472084.2
472277.31
472380.43
472406.34
472421.87
472600.9
472782.68
472968.51
473079.77
473158.2
473276.06
474181.45
474415.92
474449.02
474461.34
474476.39
474482.08
474589.63
475344.52
475492.99
475644.58
475820.67
478310.62
478312.83
478424.15
478607.02
478651.22
478984.42
479078.08
479447.02
479525.86
479653.6
480020.17
480439.06
481758.11
483212.64
483222.83
483224.93
483876.69
483877.17
483877.67
483879.47
483891.41
484523.12
484811.3
484858.91
